transaction_id,customer_id,transaction_time,amount,merchant_category,channel,hour,day_of_week,is_weekend,is_late_night,customer_avg_amount,customer_amount_std,customer_transaction_count,amount_deviation,amount_ratio,high_amount_flag,unusual_time_flag
TXN_000955,CUST_0045,2026-01-01 05:36:00,44.53,Travel,POS,5,3,0,1,32.092666666666666,24.436253940951474,15,12.437333333333335,1.387544402667276,0,1
TXN_006681,CUST_0165,2026-01-01 05:57:00,83.52,Entertainment,POS,5,3,0,1,75.3675,88.75890764687603,16,8.15249999999999,1.1081699671609113,0,1
TXN_001326,CUST_0014,2026-01-01 06:03:00,79.86,Restaurant,ATM,6,3,0,0,42.00153846153846,32.73588913621351,26,37.85846153846154,1.9013589245815172,0,0
TXN_004014,CUST_0062,2026-01-01 06:33:00,19.5,Travel,POS,6,3,0,0,58.73923076923077,105.29682228531217,26,-39.23923076923077,0.33197574678173414,0,0
TXN_006705,CUST_0248,2026-01-01 06:43:00,25.8,Travel,Online,6,3,0,0,51.97,72.45301357756341,18,-26.169999999999998,0.4964402539926881,0,0
TXN_006145,CUST_0218,2026-01-01 07:14:00,2.83,Restaurant,Online,7,3,0,0,42.97428571428571,31.242254108150423,14,-40.144285714285715,0.06585333421979922,0,0
TXN_001584,CUST_0386,2026-01-01 07:33:00,1.39,Grocery,Mobile,7,3,0,0,105.74117647058823,148.99587388927725,17,-104.35117647058823,0.013145304850912327,0,0
TXN_003850,CUST_0043,2026-01-01 08:46:00,24.93,Travel,POS,8,3,0,0,55.132000000000005,89.78205861095553,20,-30.202000000000005,0.4521874773271421,0,0
TXN_001322,CUST_0192,2026-01-01 08:54:00,28.67,Shopping,Online,8,3,0,0,41.5215,26.754991521504724,20,-12.851500000000001,0.6904856520116084,0,0
TXN_007528,CUST_0342,2026-01-01 08:58:00,9.78,Healthcare,Online,8,3,0,0,48.61863636363636,38.95957505579519,22,-38.83863636363636,0.20115743121324595,0,0
TXN_002335,CUST_0455,2026-01-01 09:17:00,62.49,Utilities,POS,9,3,0,0,65.6335,61.29902259674121,20,-3.143499999999996,0.9521052511293776,0,0
TXN_008328,CUST_0428,2026-01-01 09:44:00,12.2,Utilities,Online,9,3,0,0,34.46272727272727,41.561449649521336,22,-22.262727272727272,0.35400564509747023,0,0
TXN_005787,CUST_0216,2026-01-01 10:17:00,59.78,Restaurant,Online,10,3,0,0,52.45576923076923,47.82914953649725,26,7.324230769230773,1.1396267918026177,0,0
TXN_004169,CUST_0447,2026-01-01 10:37:00,6.4,Grocery,POS,10,3,0,0,38.94225806451613,37.07084521198813,31,-32.54225806451613,0.16434588845354164,0,0
TXN_006654,CUST_0237,2026-01-01 10:45:00,74.99,Utilities,Online,10,3,0,0,57.93684210526315,53.47124700379028,19,17.05315789473684,1.2943404796511628,0,0
TXN_001359,CUST_0005,2026-01-01 10:54:00,61.13,Grocery,Online,10,3,0,0,52.13791666666666,44.5089962551946,24,8.99208333333334,1.1724672543174754,0,0
TXN_001210,CUST_0153,2026-01-01 12:11:00,13.42,Entertainment,POS,12,3,0,0,54.5015,63.3710651451558,20,-41.0815,0.24623175508930947,0,0
TXN_008681,CUST_0143,2026-01-01 12:13:00,59.1,Grocery,Online,12,3,0,0,91.33818181818182,198.73031006717105,22,-32.23818181818182,0.6470459431483399,0,0
TXN_007453,CUST_0221,2026-01-01 12:45:00,60.72,Travel,ATM,12,3,0,0,40.6984,45.35854831965708,25,20.0216,1.49195054351031,0,0
TXN_001536,CUST_0058,2026-01-01 12:47:00,37.97,Restaurant,Mobile,12,3,0,0,119.625,302.18590558189993,18,-81.655,0.3174085684430512,0,0
TXN_000003,CUST_0088,2026-01-01 12:49:00,13.66,Shopping,Online,12,3,0,0,59.10999999999999,58.38796327630855,19,-45.44999999999999,0.23109456944679416,0,0
TXN_004985,CUST_0090,2026-01-01 13:38:00,13.02,Healthcare,POS,13,3,0,0,41.48,53.04154178137598,23,-28.459999999999997,0.31388621022179364,0,0
TXN_004390,CUST_0171,2026-01-01 13:46:00,50.94,Electronics,Online,13,3,0,0,29.987894736842104,26.53279513251213,19,20.952105263157893,1.6986854344735596,0,0
TXN_004103,CUST_0435,2026-01-01 14:41:00,36.15,Entertainment,Online,14,3,0,0,43.72666666666667,52.81264946329936,21,-7.576666666666668,0.8267266351577984,0,0
TXN_001873,CUST_0074,2026-01-01 15:09:00,20.54,Travel,Online,15,3,0,0,52.2615,53.58540839042304,20,-31.7215,0.39302354505706877,0,0
TXN_003799,CUST_0073,2026-01-01 16:13:00,60.65,Shopping,Online,16,3,0,0,63.77961538461538,79.64427740802321,26,-3.1296153846153842,0.9509307893165769,0,0
TXN_007668,CUST_0450,2026-01-01 17:24:00,37.06,Healthcare,Mobile,17,3,0,0,89.13904761904762,134.26301727969476,21,-52.079047619047614,0.415754946792598,0,0
TXN_004078,CUST_0232,2026-01-01 17:26:00,16.06,Restaurant,Online,17,3,0,0,90.238125,124.33494194949117,16,-74.178125,0.17797355607732318,0,0
TXN_002808,CUST_0135,2026-01-01 18:02:00,45.82,Utilities,POS,18,3,0,0,105.12882352941176,233.35692388169977,17,-59.30882352941176,0.4358462166865303,0,0
TXN_006072,CUST_0171,2026-01-01 18:23:00,21.83,Healthcare,Mobile,18,3,0,0,29.987894736842104,26.53279513251213,19,-8.157894736842106,0.7279604050757322,0,0
TXN_002658,CUST_0342,2026-01-01 18:48:00,34.63,Healthcare,Online,18,3,0,0,48.61863636363636,38.95957505579519,22,-13.98863636363636,0.7122783070464936,0,0
TXN_003227,CUST_0086,2026-01-01 18:50:00,46.07,Healthcare,Mobile,18,3,0,0,57.20478260869565,61.27044392538893,23,-11.134782608695652,0.8053522432754938,0,0
TXN_005846,CUST_0394,2026-01-01 19:04:00,25.69,Restaurant,Online,19,3,0,0,68.93645161290323,71.8607698051534,31,-43.24645161290323,0.3726620590258443,0,0
TXN_007694,CUST_0218,2026-01-01 19:05:00,5.55,Restaurant,POS,19,3,0,0,42.97428571428571,31.242254108150423,14,-37.424285714285716,0.12914699820490658,0,0
TXN_001655,CUST_0403,2026-01-01 20:14:00,23.98,Shopping,Online,20,3,0,0,49.05529411764706,40.658229197428014,17,-25.075294117647058,0.48883612729932613,0,0
TXN_002516,CUST_0172,2026-01-01 20:14:00,48.02,Utilities,Online,20,3,0,0,61.66454545454546,55.63365765495977,22,-13.644545454545458,0.7787294894664681,0,0
TXN_008722,CUST_0469,2026-01-01 20:58:00,158.73,Healthcare,Online,20,3,0,0,30.14,31.631544683236996,22,128.58999999999997,5.266423357664233,1,0
TXN_004871,CUST_0269,2026-01-01 21:05:00,14.63,Restaurant,Mobile,21,3,0,0,43.33125,72.93962689558171,16,-28.701249999999995,0.3376316169046589,0,0
TXN_005507,CUST_0447,2026-01-01 21:23:00,93.42,Restaurant,ATM,21,3,0,0,38.94225806451613,37.07084521198813,31,54.47774193548387,2.3989363905202903,0,0
TXN_003285,CUST_0312,2026-01-01 21:39:00,17.87,Utilities,POS,21,3,0,0,69.13,78.397978077669,19,-51.25999999999999,0.2584984811225228,0,0
TXN_004116,CUST_0262,2026-01-01 21:44:00,3.21,Shopping,Online,21,3,0,0,34.93565217391304,29.555122741026704,23,-31.72565217391304,0.09188321385902032,0,0
TXN_007634,CUST_0266,2026-01-01 22:49:00,57.49,Electronics,Online,22,3,0,0,57.3296,122.0875986221915,25,0.16040000000000276,1.002797856604616,0,0
TXN_002521,CUST_0350,2026-01-01 22:59:00,7.2,Grocery,POS,22,3,0,0,30.81277777777778,23.840004886881545,18,-23.61277777777778,0.23366929304220832,0,0
TXN_001534,CUST_0311,2026-01-02 00:28:00,204.5,Healthcare,Online,0,4,0,1,74.364375,68.9484204284865,16,130.135625,2.7499726851735122,0,1
TXN_004042,CUST_0117,2026-01-02 01:04:00,10.23,Healthcare,POS,1,4,0,1,33.694074074074074,26.619610362295987,27,-23.464074074074073,0.30361421944731465,0,1
TXN_001942,CUST_0331,2026-01-02 01:09:00,34.31,Utilities,Online,1,4,0,1,37.247142857142855,28.98066547594398,21,-2.9371428571428524,0.921144478962912,0,1
TXN_001214,CUST_0361,2026-01-02 01:15:00,26.46,Travel,Mobile,1,4,0,1,86.94038461538463,148.1921879582259,26,-60.48038461538463,0.30434647968324885,0,1
TXN_001518,CUST_0442,2026-01-02 01:37:00,26.72,Healthcare,Mobile,1,4,0,1,78.16233333333334,117.29791683729007,30,-51.44233333333334,0.3418526400184232,0,1
TXN_001126,CUST_0236,2026-01-02 01:39:00,35.33,Entertainment,POS,1,4,0,1,47.37928571428571,60.44071112246291,14,-12.049285714285709,0.7456845215660853,0,1
TXN_009451,CUST_0362,2026-01-02 01:59:00,38.84,Shopping,Online,1,4,0,1,105.35125000000001,206.04028889077895,24,-66.51125,0.368671468065163,0,1
TXN_004588,CUST_0328,2026-01-02 02:13:00,47.87,Grocery,Online,2,4,0,1,50.48866666666667,30.656215605291123,15,-2.6186666666666696,0.948133574531578,0,1
TXN_009395,CUST_0280,2026-01-02 02:36:00,71.35,Shopping,ATM,2,4,0,1,85.74304347826087,120.46702907792513,23,-14.393043478260878,0.8321374785126439,0,1
TXN_007340,CUST_0384,2026-01-02 02:50:00,44.99,Restaurant,Online,2,4,0,1,39.63894736842105,32.66511865290232,19,5.351052631578952,1.1349948216799002,0,1
TXN_005379,CUST_0019,2026-01-02 03:26:00,135.13,Restaurant,Online,3,4,0,1,60.002500000000005,54.80534282479087,36,75.1275,2.2520728302987374,0,1
TXN_000841,CUST_0451,2026-01-02 04:20:00,26.77,Grocery,Online,4,4,0,1,75.87321428571428,122.98786360039522,28,-49.10321428571429,0.35282543717197395,0,1
TXN_007841,CUST_0443,2026-01-02 04:36:00,113.64,Entertainment,Online,4,4,0,1,84.40294117647059,114.50318072900345,17,29.23705882352941,1.3463985782485974,0,1
TXN_005327,CUST_0369,2026-01-02 04:42:00,52.53,Shopping,Online,4,4,0,1,94.79285714285714,151.97517919525075,21,-42.26285714285714,0.5541556777936855,0,1
TXN_006953,CUST_0416,2026-01-02 04:50:00,21.15,Entertainment,Mobile,4,4,0,1,33.94842105263158,27.044668659903685,19,-12.798421052631582,0.6230039378623918,0,1
TXN_004199,CUST_0431,2026-01-02 05:05:00,21.58,Travel,Online,5,4,0,1,41.16263157894737,31.537501106197233,19,-19.58263157894737,0.5242619135905074,0,1
TXN_007887,CUST_0178,2026-01-02 05:17:00,56.19,Entertainment,POS,5,4,0,1,51.54750000000001,41.86542053958758,24,4.642499999999991,1.0900625636548813,0,1
TXN_004412,CUST_0279,2026-01-02 05:27:00,69.7,Healthcare,Online,5,4,0,1,80.68038461538461,119.11149413824911,26,-10.980384615384608,0.863902673893664,0,1
TXN_008120,CUST_0379,2026-01-02 06:03:00,23.51,Utilities,POS,6,4,0,0,48.33708333333333,43.124188761535905,24,-24.82708333333333,0.48637605703005804,0,0
TXN_006736,CUST_0172,2026-01-02 07:22:00,39.03,Entertainment,Online,7,4,0,0,61.66454545454546,55.63365765495977,22,-22.63454545454546,0.6329406908345742,0,0
TXN_002168,CUST_0001,2026-01-02 07:34:00,13.23,Healthcare,POS,7,4,0,0,38.172222222222224,36.51255490046509,18,-24.942222222222224,0.3465871052248581,0,0
TXN_002968,CUST_0053,2026-01-02 07:48:00,37.67,Entertainment,POS,7,4,0,0,56.6075,76.37485028842246,20,-18.9375,0.6654595239146757,0,0
TXN_008893,CUST_0427,2026-01-02 08:19:00,25.11,Shopping,POS,8,4,0,0,48.2415625,41.955906586317965,32,-23.1315625,0.5205055288165676,0,0
TXN_004915,CUST_0477,2026-01-02 08:27:00,15.21,Entertainment,POS,8,4,0,0,66.53571428571429,57.41738548309463,21,-51.32571428571429,0.2285990338164251,0,0
TXN_001317,CUST_0296,2026-01-02 09:16:00,5.15,Entertainment,POS,9,4,0,0,51.31785714285714,54.69363458653772,14,-46.167857142857144,0.1003549307537059,0,0
TXN_001895,CUST_0422,2026-01-02 09:35:00,194.92,Healthcare,POS,9,4,0,0,102.85000000000001,162.9915697473205,24,92.06999999999998,1.8951871657754007,0,0
TXN_002444,CUST_0357,2026-01-02 09:39:00,4.73,Electronics,Online,9,4,0,0,40.30318181818182,55.43621494554961,22,-35.57318181818182,0.11736046105089831,0,0
TXN_000502,CUST_0293,2026-01-02 09:43:00,22.21,Utilities,POS,9,4,0,0,33.275263157894734,26.843509119922174,19,-11.065263157894734,0.667462790440188,0,0
TXN_007077,CUST_0151,2026-01-02 10:26:00,5.62,Travel,Mobile,10,4,0,0,46.58529411764706,34.350132845020966,17,-40.96529411764706,0.12063892922532989,0,0
TXN_006751,CUST_0382,2026-01-02 10:35:00,17.67,Grocery,POS,10,4,0,0,61.23272727272727,61.497019454048356,22,-43.562727272727265,0.28857117406021743,0,0
TXN_008583,CUST_0280,2026-01-02 10:54:00,40.85,Shopping,POS,10,4,0,0,85.74304347826087,120.46702907792513,23,-44.89304347826087,0.47642348980016125,0,0
TXN_003603,CUST_0315,2026-01-02 11:06:00,49.84,Entertainment,Online,11,4,0,0,41.23,29.544410792752476,23,8.610000000000007,1.2088285229202038,0,0
TXN_009199,CUST_0107,2026-01-02 11:16:00,3.92,Grocery,Online,11,4,0,0,54.72347826086957,70.42472097009271,23,-50.80347826086957,0.07163287357783003,0,0
TXN_003228,CUST_0390,2026-01-02 11:18:00,23.93,Electronics,Mobile,11,4,0,0,68.81576923076923,66.12667462820595,26,-44.885769230769235,0.3477400640506145,0,0
TXN_001541,CUST_0484,2026-01-02 11:47:00,169.88,Restaurant,Online,11,4,0,0,153.24360000000001,477.8059020397299,25,16.63639999999998,1.1085617931189296,0,0
TXN_006313,CUST_0383,2026-01-02 13:32:00,4.61,Restaurant,Mobile,13,4,0,0,75.78,89.48970563302638,15,-71.17,0.060833993138031145,0,0
TXN_000598,CUST_0072,2026-01-02 13:41:00,13.05,Healthcare,POS,13,4,0,0,71.52521739130434,80.87130533190964,23,-58.47521739130434,0.18245313297833543,0,0
TXN_002452,CUST_0190,2026-01-02 15:29:00,74.71,Electronics,Mobile,15,4,0,0,44.83055555555555,30.549327223211474,18,29.879444444444445,1.6664973046657168,0,0
TXN_007160,CUST_0302,2026-01-02 16:12:00,22.61,Entertainment,Online,16,4,0,0,43.1992,48.62829482581789,25,-20.589199999999998,0.523389322024482,0,0
TXN_008471,CUST_0112,2026-01-02 16:22:00,9.06,Travel,Online,16,4,0,0,51.56461538461539,63.73351967250949,26,-42.504615384615384,0.17570188262672673,0,0
TXN_009925,CUST_0214,2026-01-02 17:49:00,78.27,Electronics,POS,17,4,0,0,80.17057142857142,171.44407958046634,35,-1.9005714285714248,0.97629340299433,0,0
TXN_008286,CUST_0422,2026-01-02 19:20:00,8.53,Healthcare,Online,19,4,0,0,102.85000000000001,162.9915697473205,24,-94.32000000000001,0.08293631502187651,0,0
TXN_006518,CUST_0385,2026-01-02 19:27:00,17.38,Travel,POS,19,4,0,0,66.78434782608696,96.35347999688379,23,-49.40434782608696,0.2602406187338871,0,0
TXN_009070,CUST_0291,2026-01-02 20:06:00,29.14,Utilities,Mobile,20,4,0,0,60.375,44.71521849867912,14,-31.235,0.48265010351966875,0,0
TXN_003203,CUST_0055,2026-01-02 20:34:00,41.79,Entertainment,Mobile,20,4,0,0,70.51722222222222,61.48236225374439,18,-28.727222222222217,0.5926211878894833,0,0
TXN_007835,CUST_0447,2026-01-02 20:41:00,166.28,Electronics,Online,20,4,0,0,38.94225806451613,37.07084521198813,31,127.33774193548388,4.269911614383578,1,0
TXN_002632,CUST_0037,2026-01-02 20:42:00,20.38,Electronics,POS,20,4,0,0,57.07,66.67690825254007,18,-36.69,0.3571053092693184,0,0
TXN_005009,CUST_0123,2026-01-02 20:44:00,23.81,Electronics,Online,20,4,0,0,38.087333333333326,51.82483966850902,15,-14.277333333333328,0.6251422170100297,0,0
TXN_008531,CUST_0195,2026-01-02 20:53:00,20.19,Restaurant,POS,20,4,0,0,44.269999999999996,44.42442603536289,8,-24.079999999999995,0.45606505534221825,0,0
TXN_008808,CUST_0090,2026-01-02 21:28:00,249.4,Healthcare,POS,21,4,0,0,41.48,53.04154178137598,23,207.92000000000002,6.0125361620057864,1,0
TXN_001634,CUST_0095,2026-01-02 22:05:00,5.11,Restaurant,Mobile,22,4,0,0,61.50958333333333,75.23272521514225,24,-56.39958333333333,0.08307648537152071,0,0
TXN_004102,CUST_0496,2026-01-02 22:21:00,17.53,Shopping,Online,22,4,0,0,61.961,84.77160702052372,20,-44.431,0.28291990122819194,0,0
TXN_009403,CUST_0126,2026-01-02 22:32:00,44.2,Grocery,ATM,22,4,0,0,51.0124,42.62005418814011,25,-6.812399999999997,0.8664559989335927,0,0
TXN_003908,CUST_0456,2026-01-02 22:48:00,189.45,Grocery,POS,22,4,0,0,83.25888888888888,116.77873113607474,18,106.19111111111111,2.275432719896441,0,0
TXN_005868,CUST_0196,2026-01-02 22:52:00,18.89,Travel,ATM,22,4,0,0,55.29153846153846,85.48230561665063,26,-36.40153846153846,0.3416435954868599,0,0
TXN_000999,CUST_0197,2026-01-02 23:46:00,38.43,Grocery,POS,23,4,0,1,42.13529411764706,44.52872052361923,17,-3.705294117647057,0.9120619852017312,0,1
TXN_001810,CUST_0277,2026-01-03 00:09:00,7.3,Restaurant,Online,0,5,1,1,41.549523809523805,54.29497743587251,21,-34.24952380952381,0.17569395099365073,0,1
TXN_007392,CUST_0185,2026-01-03 00:42:00,12.43,Shopping,POS,0,5,1,1,26.955000000000002,29.437438836677998,20,-14.525000000000002,0.46113893526247446,0,1
TXN_002969,CUST_0299,2026-01-03 00:48:00,21.27,Healthcare,POS,0,5,1,1,67.05173913043478,73.6787956823507,23,-45.78173913043479,0.3172177228486762,0,1
TXN_006174,CUST_0333,2026-01-03 00:49:00,129.2,Healthcare,Mobile,0,5,1,1,345.73304347826087,1279.6203503434303,23,-216.53304347826088,0.3736987321205353,0,1
TXN_003186,CUST_0330,2026-01-03 01:13:00,47.92,Electronics,Mobile,1,5,1,1,106.86636363636363,218.7861466090848,22,-58.94636363636363,0.4484105041981064,0,1
TXN_003447,CUST_0100,2026-01-03 01:45:00,122.66,Healthcare,POS,1,5,1,1,36.63933333333333,27.820783460947904,15,86.02066666666667,3.3477683363962227,1,1
TXN_002243,CUST_0277,2026-01-03 02:17:00,38.75,Healthcare,Online,2,5,1,1,41.549523809523805,54.29497743587251,21,-2.799523809523805,0.9326220001375296,0,1
TXN_003302,CUST_0054,2026-01-03 02:48:00,16.21,Restaurant,POS,2,5,1,1,47.42444444444445,36.653078822651274,27,-31.214444444444446,0.34180685066304295,0,1
TXN_002749,CUST_0423,2026-01-03 02:52:00,6.45,Entertainment,POS,2,5,1,1,112.85142857142857,265.0661237368086,21,-106.40142857142857,0.057154792647729,0,1
TXN_002083,CUST_0004,2026-01-03 03:28:00,8.49,Restaurant,POS,3,5,1,1,59.39611111111112,76.73356793928463,18,-50.906111111111116,0.1429386510527251,0,1
TXN_008080,CUST_0398,2026-01-03 03:33:00,62.39,Utilities,Online,3,5,1,1,75.24529411764706,84.29554355937559,17,-12.855294117647063,0.829154842593244,0,1
TXN_001061,CUST_0116,2026-01-03 04:01:00,87.82,Grocery,POS,4,5,1,1,54.407826086956526,61.1735557065842,23,33.41217391304347,1.614106026946251,0,1
TXN_003992,CUST_0239,2026-01-03 04:39:00,34.38,Healthcare,Online,4,5,1,1,45.45148148148149,40.10383788498818,27,-11.071481481481484,0.7564109877036156,0,1
TXN_001068,CUST_0302,2026-01-03 04:58:00,15.11,Healthcare,ATM,4,5,1,1,43.1992,48.62829482581789,25,-28.089199999999998,0.34977499583325616,0,1
TXN_008849,CUST_0025,2026-01-03 05:50:00,72.73,Entertainment,POS,5,5,1,1,42.47666666666666,28.306537842261537,27,30.253333333333345,1.7122341677783885,0,1
TXN_005791,CUST_0043,2026-01-03 05:54:00,407.85,Electronics,POS,5,5,1,1,55.132000000000005,89.78205861095553,20,352.718,7.397700065297831,1,1
TXN_005213,CUST_0472,2026-01-03 06:15:00,15.62,Utilities,ATM,6,5,1,0,68.26666666666667,163.63035305400925,24,-52.64666666666667,0.22880859374999998,0,0
TXN_006182,CUST_0066,2026-01-03 06:24:00,31.31,Electronics,Online,6,5,1,0,37.645,27.317308789919434,22,-6.335000000000004,0.8317173595430999,0,0
TXN_002028,CUST_0288,2026-01-03 06:31:00,55.33,Entertainment,Online,6,5,1,0,46.72842105263158,50.85892680992501,19,8.601578947368417,1.184075959632366,0,0
TXN_004619,CUST_0275,2026-01-03 07:11:00,28.54,Electronics,POS,7,5,1,0,48.746875,43.78156594104418,16,-20.206875000000004,0.5854734277838323,0,0
TXN_009839,CUST_0210,2026-01-03 08:01:00,16.89,Restaurant,POS,8,5,1,0,53.11611111111111,84.69370378285223,18,-36.22611111111111,0.31798261669926475,0,0
TXN_003537,CUST_0424,2026-01-03 08:45:00,22.73,Utilities,POS,8,5,1,0,35.71647058823529,29.857232779758842,17,-12.986470588235289,0.6364010672288285,0,0
TXN_005528,CUST_0223,2026-01-03 08:57:00,21.78,Grocery,ATM,8,5,1,0,58.335,62.41522280850477,18,-36.555,0.37336076112111083,0,0
TXN_000062,CUST_0380,2026-01-03 09:00:00,40.07,Grocery,ATM,9,5,1,0,54.26480000000001,49.7311326132836,25,-14.194800000000008,0.738416063451814,0,0
TXN_002743,CUST_0068,2026-01-03 09:27:00,21.49,Restaurant,POS,9,5,1,0,73.40153846153846,65.27952657256685,26,-51.91153846153847,0.2927731550376223,0,0
TXN_008549,CUST_0166,2026-01-03 09:40:00,9.83,Shopping,ATM,9,5,1,0,65.28791666666666,107.63654280793732,24,-55.45791666666666,0.15056384859372907,0,0
TXN_006726,CUST_0119,2026-01-03 09:54:00,26.36,Shopping,POS,9,5,1,0,60.76913043478261,99.54085031296282,23,-34.40913043478261,0.4337728680894905,0,0
TXN_003416,CUST_0260,2026-01-03 10:07:00,13.87,Travel,POS,10,5,1,0,68.95599999999999,68.02160240456124,20,-55.08599999999999,0.2011427577005627,0,0
TXN_004864,CUST_0349,2026-01-03 11:27:00,11.31,Electronics,Online,11,5,1,0,106.52136363636365,126.84910590729649,22,-95.21136363636364,0.10617588447899909,0,0
TXN_004530,CUST_0175,2026-01-03 11:50:00,26.48,Grocery,POS,11,5,1,0,40.544999999999995,32.008838714991725,18,-14.064999999999994,0.6531014921691948,0,0
TXN_003521,CUST_0320,2026-01-03 12:59:00,10.61,Grocery,ATM,12,5,1,0,45.721875,40.476552919560724,16,-35.111875,0.23205522520675279,0,0
TXN_001373,CUST_0351,2026-01-03 13:21:00,127.88,Grocery,POS,13,5,1,0,51.83888888888889,63.488963643889825,18,76.0411111111111,2.4668738613224734,0,0
TXN_004892,CUST_0088,2026-01-03 13:49:00,6.15,Entertainment,POS,13,5,1,0,59.10999999999999,58.38796327630855,19,-52.959999999999994,0.10404330908475726,0,0
TXN_000119,CUST_0019,2026-01-03 13:49:00,32.49,Entertainment,POS,13,5,1,0,60.002500000000005,54.80534282479087,36,-27.512500000000003,0.541477438440065,0,0
TXN_000032,CUST_0456,2026-01-03 14:28:00,24.73,Shopping,POS,14,5,1,0,83.25888888888888,116.77873113607474,18,-58.52888888888887,0.2970253426394246,0,0
TXN_004867,CUST_0418,2026-01-03 15:14:00,129.49,Travel,POS,15,5,1,0,66.97608695652174,83.65539387810676,23,62.51391304347827,1.9333766107306307,0,0
TXN_003711,CUST_0037,2026-01-03 15:21:00,10.9,Travel,Mobile,15,5,1,0,57.07,66.67690825254007,18,-46.17,0.19099351673383563,0,0
TXN_006244,CUST_0259,2026-01-03 15:50:00,27.5,Entertainment,Online,15,5,1,0,65.57172413793103,63.45958894496591,29,-38.07172413793103,0.41938808780067105,0,0
TXN_007813,CUST_0143,2026-01-03 15:58:00,12.33,Utilities,Mobile,15,5,1,0,91.33818181818182,198.73031006717105,22,-79.00818181818182,0.13499283382434907,0,0
TXN_005089,CUST_0391,2026-01-03 16:06:00,74.97,Utilities,POS,16,5,1,0,53.14588235294118,64.51744096161359,17,21.82411764705882,1.4106455040510026,0,0
TXN_000709,CUST_0156,2026-01-03 16:26:00,13.93,Travel,ATM,16,5,1,0,51.62480000000001,80.28975506044758,25,-37.69480000000001,0.2698315538268429,0,0
TXN_002253,CUST_0084,2026-01-03 16:29:00,77.75,Travel,POS,16,5,1,0,46.5921052631579,42.28228530811921,19,31.157894736842103,1.6687376447331261,0,0
TXN_005018,CUST_0004,2026-01-03 16:43:00,57.46,Entertainment,POS,16,5,1,0,59.39611111111112,76.73356793928463,18,-1.9361111111111171,0.9674034027667354,0,0
