transaction_id,customer_id,transaction_time,amount,merchant_category,channel
TXN_000239,CUST_0020,2026-05-15 10:28:00,9.2,Utilities,POS
TXN_000240,CUST_0428,2026-06-16 23:49:00,191.48,Shopping,ATM
TXN_000241,CUST_0364,2026-04-21 20:01:00,87.52,Electronics,Online
TXN_000242,CUST_0115,2026-01-25 13:27:00,32.11,Grocery,Online
TXN_000243,CUST_0450,2026-02-05 21:33:00,8.6,Utilities,POS
TXN_000244,CUST_0004,2026-05-25 10:20:00,69.63,Restaurant,POS
TXN_000245,CUST_0098,2026-03-26 14:29:00,6.49,Grocery,POS
TXN_000246,CUST_0378,2026-01-29 08:09:00,57.5,Travel,Online
TXN_000247,CUST_0342,2026-02-03 06:44:00,42.78,Travel,POS
TXN_000248,CUST_0455,2026-01-25 19:37:00,88.47,Restaurant,ATM
TXN_000249,CUST_0469,2026-01-27 21:09:00,48.6,Electronics,POS
TXN_000250,CUST_0363,2026-01-09 00:35:00,3.1,Grocery,Online
TXN_000251,CUST_0371,2026-05-22 06:27:00,17.97,Electronics,POS
TXN_000252,CUST_0113,2026-06-27 05:22:00,121.65,Shopping,Online
TXN_000253,CUST_0310,2026-06-03 02:31:00,265.42,Utilities,Online
TXN_000254,CUST_0289,2026-06-20 01:23:00,24.42,Restaurant,Online
TXN_000255,CUST_0467,2026-01-28 00:10:00,18.62,Utilities,ATM
TXN_000256,CUST_0482,2026-04-03 01:56:00,37.41,Grocery,Mobile
TXN_000257,CUST_0073,2026-02-28 00:39:00,39.64,Grocery,Mobile
TXN_000258,CUST_0042,2026-02-01 09:06:00,23.69,Grocery,Online
TXN_000259,CUST_0498,2026-01-17 00:11:00,62.33,Utilities,Online
TXN_000260,CUST_0275,2026-02-18 08:26:00,87.58,Entertainment,Online
TXN_000261,CUST_0305,2026-04-02 06:10:00,8.85,Utilities,ATM
TXN_000262,CUST_0264,2026-04-03 05:42:00,26.41,Healthcare,Mobile
TXN_000263,CUST_0485,2026-06-24 09:47:00,76.24,Grocery,ATM
TXN_000264,CUST_0143,2026-03-27 05:32:00,52.41,Shopping,ATM
TXN_000265,CUST_0026,2026-01-17 17:10:00,75.07,Utilities,Online
TXN_000266,CUST_0137,2026-05-29 23:13:00,37.86,Shopping,ATM
TXN_000267,CUST_0315,2026-01-14 11:46:00,31.83,Utilities,Online
TXN_000268,CUST_0402,2026-03-02 15:12:00,65.46,Shopping,Mobile
TXN_000269,CUST_0014,2026-05-29 00:02:00,8.12,Travel,POS
TXN_000270,CUST_0293,2026-04-16 08:54:00,54.65,Shopping,Online
TXN_000271,CUST_0471,2026-04-12 15:49:00,27.47,Grocery,POS
TXN_000272,CUST_0409,2026-06-06 10:55:00,21.33,Entertainment,POS
TXN_000273,CUST_0493,2026-05-17 21:53:00,8.59,Healthcare,POS
TXN_000274,CUST_0414,2026-01-20 07:08:00,59.47,Shopping,Mobile
TXN_000275,CUST_0274,2026-01-23 22:39:00,19.74,Entertainment,POS
TXN_000276,CUST_0440,2026-03-13 07:05:00,135.55,Travel,ATM
TXN_000277,CUST_0414,2026-05-31 12:32:00,6.16,Entertainment,Mobile
TXN_000278,CUST_0003,2026-01-23 12:13:00,5.71,Entertainment,POS
TXN_000279,CUST_0498,2026-06-03 14:05:00,12.13,Grocery,Online
TXN_000280,CUST_0463,2026-03-27 05:44:00,15.37,Grocery,Online
TXN_000281,CUST_0344,2026-03-28 08:23:00,17.31,Travel,POS
TXN_000282,CUST_0319,2026-04-22 16:29:00,73.84,Utilities,POS
TXN_000283,CUST_0333,2026-01-30 01:24:00,28.53,Entertainment,POS
TXN_000284,CUST_0243,2026-01-28 19:22:00,17.13,Entertainment,Online
TXN_000285,CUST_0226,2026-03-24 07:33:00,21.85,Restaurant,Mobile
TXN_000286,CUST_0005,2026-02-16 00:22:00,29.84,Entertainment,POS
TXN_000287,CUST_0177,2026-01-06 07:37:00,404.11,Grocery,Online
TXN_000288,CUST_0419,2026-06-25 17:52:00,52.96,Restaurant,POS
TXN_000289,CUST_0216,2026-05-24 15:10:00,30.35,Entertainment,Online
TXN_000290,CUST_0089,2026-02-27 20:20:00,85.23,Grocery,Mobile
TXN_000291,CUST_0098,2026-02-15 06:00:00,3.51,Shopping,Online
TXN_000292,CUST_0195,2026-03-07 12:57:00,13.76,Grocery,Mobile
TXN_000293,CUST_0009,2026-01-18 17:59:00,54.97,Shopping,Online
TXN_000294,CUST_0124,2026-04-17 03:06:00,27.09,Healthcare,Online
TXN_000295,CUST_0389,2026-04-04 02:52:00,34.66,Entertainment,Online
TXN_000296,CUST_0284,2026-06-12 22:09:00,17.62,Entertainment,ATM
TXN_000297,CUST_0040,2026-04-03 03:03:00,34.58,Shopping,Mobile
TXN_000298,CUST_0040,2026-06-04 23:40:00,92.8,Restaurant,POS
TXN_000299,CUST_0237,2026-06-19 11:44:00,38.76,Electronics,POS
TXN_000300,CUST_0059,2026-03-15 01:48:00,187.04,Shopping,Online
TXN_000301,CUST_0363,2026-02-03 22:34:00,45.5,Travel,Online
TXN_000302,CUST_0045,2026-05-09 17:34:00,17.65,Restaurant,POS
TXN_000303,CUST_0023,2026-05-05 22:37:00,41.66,Restaurant,Mobile
TXN_000304,CUST_0077,2026-02-22 13:53:00,28.43,Entertainment,Online
TXN_000305,CUST_0224,2026-04-24 05:18:00,25.84,Grocery,POS
TXN_000306,CUST_0354,2026-02-14 08:12:00,18.27,Travel,Online
TXN_000307,CUST_0163,2026-05-01 07:59:00,22.4,Healthcare,POS
TXN_000308,CUST_0482,2026-06-10 22:38:00,16.94,Healthcare,POS
TXN_000309,CUST_0222,2026-03-22 12:33:00,71.55,Travel,POS
TXN_000310,CUST_0324,2026-05-27 20:27:00,65.16,Shopping,Online
TXN_000311,CUST_0406,2026-03-21 15:22:00,26.21,Utilities,POS
TXN_000312,CUST_0210,2026-03-22 02:54:00,209.94,Restaurant,ATM
TXN_000313,CUST_0285,2026-06-01 11:18:00,249.74,Travel,Mobile
TXN_000314,CUST_0029,2026-01-22 22:38:00,15.8,Shopping,Mobile
TXN_000315,CUST_0079,2026-01-19 01:49:00,18.77,Healthcare,POS
TXN_000316,CUST_0226,2026-03-03 22:26:00,68.8,Entertainment,ATM
TXN_000317,CUST_0397,2026-01-17 06:11:00,36.2,Entertainment,POS
TXN_000318,CUST_0288,2026-02-06 07:47:00,106.26,Restaurant,Mobile
TXN_000319,CUST_0022,2026-02-03 23:01:00,50.95,Entertainment,POS
TXN_000320,CUST_0147,2026-01-04 21:46:00,42.24,Grocery,POS
TXN_000321,CUST_0257,2026-01-19 08:31:00,106.0,Restaurant,Online
TXN_000322,CUST_0497,2026-01-19 07:45:00,13.07,Grocery,Mobile
TXN_000323,CUST_0271,2026-04-06 00:48:00,409.75,Travel,Online
TXN_000324,CUST_0093,2026-02-27 14:50:00,6.32,Entertainment,Online
TXN_000325,CUST_0174,2026-06-15 11:00:00,22.87,Entertainment,Online
TXN_000326,CUST_0024,2026-04-12 14:43:00,33.9,Travel,ATM
TXN_000327,CUST_0046,2026-03-14 07:01:00,170.39,Travel,POS
TXN_000328,CUST_0432,2026-04-01 02:29:00,148.57,Grocery,Online
TXN_000329,CUST_0117,2026-03-13 03:51:00,7.74,Electronics,POS
TXN_000330,CUST_0277,2026-04-22 04:01:00,236.35,Restaurant,POS
TXN_000331,CUST_0366,2026-01-21 21:27:00,111.63,Travel,Mobile
TXN_000332,CUST_0267,2026-05-24 07:36:00,69.55,Utilities,Mobile
TXN_000333,CUST_0401,2026-06-07 05:09:00,38.97,Healthcare,POS
TXN_000334,CUST_0092,2026-05-23 20:55:00,13.31,Travel,Online
TXN_000335,CUST_0416,2026-03-20 07:15:00,92.12,Utilities,Online
TXN_000336,CUST_0154,2026-05-28 07:33:00,36.29,Utilities,Online
TXN_000337,CUST_0359,2026-01-07 07:18:00,62.31,Healthcare,Online
TXN_000338,CUST_0428,2026-02-10 01:00:00,12.44,Grocery,ATM
TXN_000339,CUST_0451,2026-04-20 02:07:00,40.88,Grocery,Online
TXN_000340,CUST_0041,2026-03-12 23:35:00,79.86,Restaurant,ATM
TXN_000341,CUST_0178,2026-04-20 12:22:00,117.35,Healthcare,Mobile
TXN_000342,CUST_0459,2026-01-09 02:13:00,57.94,Travel,POS
TXN_000343,CUST_0314,2026-03-08 00:41:00,29.94,Healthcare,POS
TXN_000344,CUST_0014,2026-02-20 11:55:00,148.2,Shopping,Mobile
TXN_000345,CUST_0087,2026-04-15 22:14:00,24.57,Shopping,Online
TXN_000346,CUST_0238,2026-01-20 17:00:00,288.2,Travel,Mobile
TXN_000347,CUST_0119,2026-03-15 04:01:00,18.86,Travel,POS
TXN_000348,CUST_0211,2026-06-26 13:43:00,30.51,Utilities,Online
TXN_000349,CUST_0361,2026-06-13 14:52:00,14.25,Shopping,POS
TXN_000350,CUST_0438,2026-06-26 23:34:00,32.67,Healthcare,Online
TXN_000351,CUST_0332,2026-01-19 00:43:00,102.64,Entertainment,Online
